data/aircraft/logs/n101gh_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2435
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0572, Longitude: -118.2382
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0574, Longitude: -118.2378
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0577, Longitude: -118.2374
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0582, Longitude: -118.2370
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0583, Longitude: -118.2369
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0588, Longitude: -118.2364
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0589, Longitude: -118.2361
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0592, Longitude: -118.2356
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0595, Longitude: -118.2351
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0598, Longitude: -118.2349
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0603, Longitude: -118.2347
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0607, Longitude: -118.2343
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0610, Longitude: -118.2339
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0609, Longitude: -118.2344
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0607, Longitude: -118.2345
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0605, Longitude: -118.2346
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0604, Longitude: -118.2350
data/aircraft/logs/n234ij_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0599, Longitude: -118.2355
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0524, Longitude: -118.2434
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0528, Longitude: -118.2433
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0532, Longitude: -118.2430
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0537, Longitude: -118.2427
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0538, Longitude: -118.2426
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0540, Longitude: -118.2421
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0544, Longitude: -118.2419
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0548, Longitude: -118.2417
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0551, Longitude: -118.2413
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0555, Longitude: -118.2411
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0558, Longitude: -118.2408
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0561, Longitude: -118.2404
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0563, Longitude: -118.2402
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0567, Longitude: -118.2400
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0569, Longitude: -118.2398
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:48:10] GPS: Latitude: 34.0571, Longitude: -118.2394
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:49:10] GPS: Latitude: 34.0572, Longitude: -118.2391
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:50:10] GPS: Latitude: 34.0574, Longitude: -118.2388
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:51:10] GPS: Latitude: 34.0576, Longitude: -118.2385
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:52:10] GPS: Latitude: 34.0581, Longitude: -118.2383
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:53:10] GPS: Latitude: 34.0584, Longitude: -118.2380
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:54:10] GPS: Latitude: 34.0586, Longitude: -118.2377
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:55:10] GPS: Latitude: 34.0591, Longitude: -118.2372
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:56:10] GPS: Latitude: 34.0594, Longitude: -118.2369
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:57:10] GPS: Latitude: 34.0598, Longitude: -118.2367
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:58:10] GPS: Latitude: 34.0603, Longitude: -118.2362
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 14:59:10] GPS: Latitude: 34.0605, Longitude: -118.2359
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:00:10] GPS: Latitude: 34.0609, Longitude: -118.2356
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:01:10] GPS: Latitude: 34.0614, Longitude: -118.2351
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:02:10] GPS: Latitude: 34.0617, Longitude: -118.2348
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:03:10] GPS: Latitude: 34.0614, Longitude: -118.2350
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:04:10] GPS: Latitude: 34.0610, Longitude: -118.2353
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:05:10] GPS: Latitude: 34.0607, Longitude: -118.2358
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:06:10] GPS: Latitude: 34.0606, Longitude: -118.2360
data/aircraft/logs/n456cd_telemetry.log:[2024-06-26 15:07:10] GPS: Latitude: 34.0603, Longitude: -118.2362
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:33:10] GPS: Latitude: 34.0527, Longitude: -118.2436
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:34:10] GPS: Latitude: 34.0529, Longitude: -118.2433
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:35:10] GPS: Latitude: 34.0533, Longitude: -118.2431
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:36:10] GPS: Latitude: 34.0537, Longitude: -118.2426
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:37:10] GPS: Latitude: 34.0541, Longitude: -118.2424
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:38:10] GPS: Latitude: 34.0545, Longitude: -118.2422
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:39:10] GPS: Latitude: 34.0549, Longitude: -118.2418
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:40:10] GPS: Latitude: 34.0553, Longitude: -118.2414
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:41:10] GPS: Latitude: 34.0556, Longitude: -118.2412
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:42:10] GPS: Latitude: 34.0558, Longitude: -118.2409
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:43:10] GPS: Latitude: 34.0560, Longitude: -118.2406
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:44:10] GPS: Latitude: 34.0563, Longitude: -118.2403
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:45:10] GPS: Latitude: 34.0567, Longitude: -118.2400
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:46:10] GPS: Latitude: 34.0571, Longitude: -118.2396
data/aircraft/logs/n567kl_telemetry.log:[2024-06-26 14:47:10] GPS: Latitude: 34.0573, Longitude: -118.2392
